district,very_dense_forest,mod_dense_forest,open_forest,total_forest_cover,scrub
Churah,112.97,210.67,95.83,419.47,1.31
Dalhousie,100.5,277.91,80.54,458.95,0.22
Dehra,29.62,199.45,234.1,463.17,10.42
Dharamshala,110.46,343.63,83.08,537.17,0.85
from Majathal WL,0.0,0.35,1.78,2.13,0.21
Shikari Devi WL,22.13,37.55,0.35,60.03,0.0
From Churdhar WL,0.28,1.05,0.56,1.89,0.0
From Darlaghat,0.38,2.91,1.55,4.84,0.0
Gamgul Siyabehi,0.77,5.6,1.27,7.64,0.37
Kalatop Khajjiar WL,7.55,2.31,2.66,12.52,0.0
From Kanawar WL,2.68,7.41,0.95,11.04,0.0
From Nagru WL,2.34,0.99,0.0,3.33,0.02
Sechu-Tuan Nala,0.0,0.0,10.35,10.35,0.56
Ghnp,58.68,96.77,40.98,196.43,2.99
Hamirpur,37.38,119.89,208.83,366.1,11.72
Hamirpur WL,17.84,48.15,12.76,78.75,1.63
Hamirpur WL North,0.0,1.67,2.19,3.86,0.9
Joginder Nagar,52.53,80.76,186.7,319.99,3.23
Karsog,26.63,129.24,103.46,259.33,6.12
Kinnaur,61.21,281.09,207.12,549.42,53.6
Kotgarh,55.33,52.62,21.5,129.45,0.28
Kullu,108.61,243.88,146.91,499.4,4.04
Kullu WL,192.07,208.32,85.0,485.39,4.16
Kunihar,5.68,161.46,105.82,272.96,6.49
Lahaul,14.18,31.29,98.5,143.97,11.16
Mandi,46.3,132.0,148.43,326.73,3.25
Nachan,112.68,195.59,48.01,356.28,0.03
Nahan,21.76,182.88,175.55,380.19,1.19
Nalagarh,26.99,145.13,133.38,305.5,11.82
Nurpur,23.23,401.66,284.82,709.71,1.14
Palampur,115.22,306.42,191.4,613.04,1.32
Pangi,9.86,27.41,135.36,172.63,5.43
Paonta Sahib,77.03,143.53,52.02,272.58,0.7
Parvati,108.12,134.74,133.72,376.58,8.29
Rajgarh,23.87,196.33,160.25,380.45,19.03
Rampur,160.87,157.56,71.89,390.32,3.7
Renuka Ji,4.73,154.94,153.72,313.39,29.39
Rohru,176.0,345.01,162.58,683.59,6.85
Sarahan WL,79.96,76.93,38.65,195.54,6.31
Shimla,35.8,160.19,144.97,340.96,8.15
Shimla (Urban),0.12,7.71,2.2,10.03,0.0
Shimla WL,67.2,79.75,16.74,163.69,0.18
Solan,0.4,108.64,155.91,264.95,29.05
Spiti WL,0.0,0.0,2.42,2.42,4.18
Suket,22.66,115.45,148.54,286.65,8.52
Theog,101.11,132.92,48.29,282.32,0.47
Una,19.15,312.21,307.71,639.07,14.71
1,14.08,0.0,0.0,2.83,0.0
2,0.62,0.0,0.0,0.09,0.0
3,1.97,0.0,0.43,0.06,0.0
4,7.91,0.0,0.0,0.07,0.0
5,7.3,0.0,0.05,0.76,0.0
6,0.5,0.0,0.01,0.01,0.0
7,2.48,0.66,0.2,0.09,0.0
8,0.68,0.0,0.0,0.05,0.0
9,3.6,0.0,0.0,0.08,0.0
10,3.56,0.0,0.31,0.66,0.0
11,2.06,0.0,0.0,0.02,0.05
12,0.34,0.04,0.02,0.0,0.0
13,2.15,0.0,0.01,0.2,0.0
14,6.03,1.01,3.24,0.3,0.0
15,4.79,0.0,3.25,0.0,0.0
16,3.09,0.0,0.1,0.55,0.09
17,28.36,3.36,5.49,1.96,0.0
18,1.72,0.0,0.0,0.04,0.0
19,4.61,0.0,0.0,0.01,0.0
20,5.79,0.0,0.0,0.66,0.0
21,2.75,0.29,0.62,0.45,0.0
22,2.21,0.03,0.01,0.04,0.06
23,0.29,0.0,0.0,0.02,0.0
24,0.76,0.0,0.0,0.08,0.0
25,2.6,0.0,0.0,0.6,0.0
26,0.87,0.0,0.0,0.04,0.0
27,0.56,0.0,0.0,0.16,0.0
28,2.71,0.0,0.0,0.25,0.0
29,1.85,0.68,0.03,0.0,0.0
30,26.03,0.0,0.09,5.48,0.0
31,3.3,0.0,0.0,0.01,0.0
32,1.64,0.0,0.0,0.08,0.0
33,1.59,0.0,0.0,0.1,0.0
34,10.56,0.0,3.27,3.9,0.0
35,1.98,0.03,0.46,0.06,0.0
36,0.42,0.06,0.05,0.0,0.0
37,6.48,0.0,0.0,0.0,0.0
38,0.63,0.0,0.03,0.07,0.0
39,0.65,0.0,0.0,0.0,0.0
40,3.95,0.0,0.0,1.1,0.0
41,1.83,0.0,0.03,0.16,0.0
42,5.96,0.0,0.0,0.09,0.0
43,1.27,0.0,0.1,0.13,0.0
44,3.35,0.0,0.0,1.12,0.0
45,0.63,0.0,0.0,0.03,0.0
46,1.4,0.0,0.0,0.06,0.05
47,6.84,0.0,0.0,0.0,0.1
48,3.79,0.0,0.0,1.38,0.02
49,6.34,0.0,0.76,0.62,0.0
50,0.7,0.0,0.24,0.09,0.0
51,11.94,0.0,0.32,1.36,0.19
52,2.43,0.0,0.0,0.04,0.0
53,10.31,0.0,0.0,0.96,0.0
54,0.87,0.0,0.0,0.02,0.13
55,7.56,0.0,0.0,0.03,0.18
56,3.0,0.21,0.7,0.02,0.0
57,1.19,0.03,0.15,0.0,0.0
58,4.7,0.0,0.02,0.08,0.0
59,3.69,0.0,0.0,0.46,0.0
60,28.81,0.0,1.47,9.13,0.0
61,27.8,0.29,11.11,2.1,0.0
Bokaro,59.04,231.4,281.97,572.41,29.09
Chatra,254.32,838.17,706.9,1799.39,34.45
Deoghar,0.03,13.18,192.45,205.66,13.94
Dhanbad,0.0,43.62,177.58,221.2,14.13
Dumka,0.02,252.54,336.28,588.84,31.0
East Singhbhum,53.52,587.2,428.26,1068.98,22.79
Garhwa,129.75,419.54,906.31,1455.6,41.54
Giridih,77.2,333.39,489.61,900.2,31.07
Godda,13.52,275.09,141.87,430.48,13.56
Gumla,308.47,587.15,559.79,1455.41,7.75
Hazaribagh,233.2,467.06,941.28,1641.54,21.62
Jamtara,0.0,20.28,87.21,107.49,4.0
Khunti,77.18,358.61,515.92,951.71,4.05
Kodarma,76.98,359.87,258.89,695.74,7.83
Latehar,485.48,1291.23,606.49,2383.2,7.39
Lohardaga,170.65,219.34,113.18,503.17,5.44
Pakur,2.83,168.77,114.53,286.13,21.87
Palamu,68.02,544.14,605.76,1217.92,82.92
Ramgarh,31.18,113.29,197.09,341.56,15.2
Ranchi,63.57,349.76,727.13,1140.46,21.52
Sahibganj,18.12,262.43,311.9,592.45,57.16
Simdega,22.37,342.69,881.45,1246.51,17.57
West Singhbhum,467.43,1348.49,1561.77,3377.69,34.34
Bokaro,42.01,195.35,250.61,487.97,27.29
Chaibasa,1.8,185.7,471.67,659.17,11.13
Chatra North,58.29,375.66,291.14,725.09,11.34
Chatra South,128.95,331.85,378.57,839.37,9.55
Deoghar,0.0,13.73,190.19,203.92,12.56
Dhalbhum,36.8,490.93,379.34,907.07,18.09
Dhanbad,0.0,43.3,167.19,210.49,15.57
Dumka,0.02,253.61,329.33,582.96,34.82
Garhwa North,39.89,54.4,417.03,511.32,35.59
Garhwa South,35.26,266.75,485.72,787.73,5.15
Giridih East,76.05,275.68,351.87,703.6,16.16
Giridih West,0.07,24.64,48.43,73.14,8.58
Godda,12.16,262.91,132.79,407.86,13.39
Gumla,191.82,330.86,402.33,925.01,6.97
Hazaribag East,85.72,169.88,277.29,532.89,4.0
Hazaribag West,116.67,240.66,595.39,952.72,18.04
Hazaribag WL,135.06,340.23,247.5,722.79,3.75
Jamtara,0.0,20.11,85.27,105.38,4.63
Khunti,80.83,447.3,690.59,1218.72,16.72
Koderma,53.49,270.87,212.98,537.34,6.42
Kolhan,34.28,329.12,372.64,736.04,13.03
Latehar,160.66,745.3,377.58,1283.54,6.31
Lohardaga,225.99,345.49,147.3,718.78,4.78
Medani Nagar,65.5,521.59,571.45,1158.54,80.73
Pakur,2.84,176.82,117.88,297.54,22.06
Porahat,134.69,454.56,586.5,1175.75,14.72
PTR Buffer,303.4,329.31,190.36,823.07,0.91
PTR Core,129.27,386.28,97.49,613.04,0.0
Ramgarh,35.87,124.98,250.84,411.69,16.46
Ranchi,57.2,258.41,544.16,859.77,13.14
Ranchi WL,7.4,67.63,91.84,166.87,1.09
Sahibganj,19.72,267.67,317.45,604.84,58.4
Saraikela,11.82,178.69,330.63,521.14,18.35
Saranda,297.36,379.31,124.6,801.27,4.82
Simdega,22.03,337.17,877.95,1237.15,17.57
not fall in any,4.61,12.05,20.22,36.88,2.19
1,227.28,0.0,0.73,6.9,0.38
2,219.55,0.0,5.05,6.58,0.11
3,161.33,0.0,0.06,11.45,0.0
4,138.17,0.7,5.42,14.3,4.11
5,83.37,0.0,0.0,1.06,0.59
6,58.39,0.0,0.19,6.72,1.69
7,51.13,0.06,2.39,12.78,0.08
8,40.38,0.0,0.05,1.11,0.08
9,30.18,0.0,0.0,0.21,0.0
10,27.62,0.0,0.0,0.91,0.62
11,26.6,0.0,0.06,0.92,0.0
12,23.24,0.0,0.11,0.04,0.0
13,23.2,0.0,0.0,0.22,0.0
14,20.77,0.0,0.34,1.65,0.0
15,19.33,0.0,0.13,0.67,0.0
16,19.28,0.0,0.45,3.41,0.01
17,19.16,0.0,0.67,3.61,0.39
18,17.12,0.0,0.16,0.06,0.0
19,16.47,0.0,0.11,1.35,0.0
20,14.96,0.14,1.63,6.54,0.0
21,14.46,0.0,0.41,0.35,0.0
22,14.0,0.0,0.0,0.04,0.0
23,13.34,0.0,0.83,0.47,0.0
24,13.12,0.0,0.02,1.43,0.0
25,12.98,0.0,0.0,0.0,0.0
26,12.63,0.0,0.0,0.02,0.28
27,12.31,0.0,0.0,0.11,0.0
28,12.17,0.0,0.0,0.03,0.0
29,9.9,0.0,0.0,1.46,0.0
30,8.92,0.0,0.0,0.04,0.0
31,8.76,0.0,0.0,0.0,0.0
32,8.14,0.0,0.01,1.26,0.0
33,7.05,0.0,0.0,0.0,0.0
34,6.85,0.0,0.0,0.0,0.0
35,6.52,0.0,0.0,0.2,0.0
36,5.14,0.0,0.0,0.14,0.0
37,4.4,0.0,0.0,0.07,0.0
38,4.42,0.0,0.0,0.23,0.0
Bagalkot,0.0,19.32,244.24,263.56,390.29
Ballari,0.0,109.1,618.52,727.62,477.91
BelagaviH,35.3,724.61,394.38,1154.29,666.12
Bengaluru,0.0,25.65,258.63,284.28,24.09
Bengaluru Rural,0.0,22.92,121.0,143.92,12.25
Bidar,0.0,21.81,79.81,101.62,47.41
Chamarajanagar,93.0,1517.81,1121.0,2731.81,125.27
ChikkamagaluruH,900.78,2609.11,548.07,4057.96,76.72
Chikkballapura,0.0,19.58,258.61,278.19,181.51
Chitradurga,0.0,47.29,570.9,618.19,578.94
Dakshina KannadaH,546.31,1605.51,1149.57,3301.39,2.69
Davanagere,10.63,163.52,533.89,708.04,303.34
Dharwad,0.0,223.91,158.64,382.55,3.84
Gadag,0.0,0.58,140.59,141.17,119.04
Hassan,147.24,785.19,572.74,1505.17,71.75
Haveri,0.0,145.88,212.7,358.58,94.84
Kalaburagi,0.0,91.83,104.04,195.87,39.39
KodaguH,788.51,1871.04,574.56,3234.11,0.87
Kolar,0.0,57.63,339.55,397.18,66.88
Koppal,0.0,0.47,36.41,36.88,167.24
Mandya,0.01,109.64,432.04,541.69,105.46
Mysuru,121.21,573.1,348.75,1043.06,34.34
Raichur,0.0,1.08,47.3,48.38,189.06
Ramanagara,0.0,196.15,494.5,690.65,170.11
ShivamoggaH,495.44,2870.65,925.34,4291.43,21.27
Tumakuru,0.0,73.43,1347.47,1420.9,399.5
Udupi,232.84,1385.61,661.2,2279.65,0.0
Uttara KannadaH,1166.52,5861.39,1115.62,8143.53,3.26
Vijayapura,0.0,0.68,25.45,26.13,7.81
Yadgir,0.0,17.26,129.21,146.47,131.95
Anshi National Park,3.7,12.19,1.15,17.04,0.0
Anshi NP/Dandeli,192.65,606.64,49.16,848.45,0.46
Arabhithittu WLS,0.0,0.66,14.39,15.05,0.13
Bagalkote,0.0,19.25,246.53,265.78,434.49
Bandipur NP,63.73,450.84,311.66,826.23,5.17
Bangalore Urban,0.0,15.92,113.4,129.32,18.85
Bangalore Rural,0.0,26.77,255.31,282.08,12.25
Belgaum,34.55,721.13,339.54,1095.22,223.33
Bellary,0.0,108.78,613.39,722.17,445.94
Bhadra WLS,219.25,183.16,3.68,406.09,0.0
Bhadravathi,67.6,570.3,613.38,1251.28,73.56
Bidar,0.0,21.82,86.06,107.88,52.43
Bijapur,0.0,0.93,26.56,27.49,10.61
Bramhagiri WLS,96.38,52.46,9.41,158.25,0.04
Cauvery WLS,0.94,306.99,214.13,522.06,10.9
Chikballapur,0.0,14.57,201.16,215.73,168.62
Chikmagalur,170.01,983.17,257.46,1410.64,64.11
Chitradurga,0.0,45.49,553.65,599.14,556.75
Daroji WLS,0.0,0.03,4.98,5.01,38.59
Davanagere,0.0,23.43,295.81,319.24,266.22
Dharwad,0.0,290.95,185.21,476.16,9.61
Gadag,0.0,0.59,140.69,141.28,129.98
Gokak,0.0,0.88,54.39,55.27,467.28
Gulbarga,0.0,90.4,79.87,170.27,30.99
Haliyal,35.88,909.83,106.83,1052.54,2.02
Hassan,147.24,785.19,572.74,1505.17,73.9
Haveri,0.0,70.98,111.5,182.48,69.64
Honnavar,313.16,900.08,242.07,1455.31,1.32
Hunsur,3.87,77.52,80.93,162.32,11.71
Karwar,274.78,898.19,215.88,1388.85,0.15
Kolar,0.0,59.67,399.84,459.51,76.39
Kollegal,33.92,603.26,590.55,1227.73,69.92
Koppa,321.99,1097.11,105.91,1525.01,0.0
Koppal,0.0,0.53,37.32,37.85,189.27
Kudremukh WLS,256.54,321.36,44.85,622.75,0.03
Kundapur,117.22,1296.9,668.7,2082.82,0.08
Mandya,0.01,91.49,389.87,481.37,92.48
Mangalore,506.12,1213.6,1046.07,2765.79,2.38
Melukote WLS,0.0,0.87,26.65,27.52,11.71
Mercara,267.69,926.43,315.63,1509.75,0.73
Mookambika WLS,40.02,234.91,66.44,341.37,0.0
Muthodi WLS,3.46,5.0,0.26,8.72,0.0
Mysore,2.44,20.16,81.04,103.64,21.11
Nugu WLS,0.0,1.86,15.28,17.14,1.89
Pushpagiri WLS,84.42,18.78,5.64,108.84,0.0
Raichur,0.0,1.14,47.93,49.07,196.81
Ramanagaram,0.0,148.27,436.03,584.3,144.84
Sagar,126.91,1458.35,433.57,2018.83,10.69
Sharavathy WLS,83.41,185.76,24.13,293.3,0.52
Shettihalli WLS,115.65,302.91,63.51,482.07,0.38
Shimoga,143.22,722.45,181.97,1047.64,5.44
Sirsi,249.2,1139.68,379.04,1767.92,1.57
Someswara WLS,13.89,40.01,4.06,57.96,0.0
Talacauvery WLS,75.69,24.87,3.89,104.45,0.0
Tumkur,0.0,73.46,1357.8,1431.26,289.24
Virajpet,196.48,643.69,228.5,1068.67,0.43
Yadgir,0.0,17.99,142.99,160.98,136.31
Yellapur,97.03,1378.99,115.28,1591.3,0.0
1,68.94,0.0,0.0,0.0,0.0
2,59.92,0.0,0.0,0.2,0.03
3,14.67,0.0,0.0,0.0,0.0
4,62.88,0.0,0.0,0.02,0.0
5,8.35,0.0,0.0,0.09,0.0
6,2.37,0.0,0.0,0.07,0.0
7,16.37,0.0,0.29,1.45,3.26
8,35.13,0.0,2.33,4.02,0.01
9,6.36,0.0,0.01,0.03,0.0
10,10.24,0.0,0.18,3.56,0.0
11,6.84,0.0,0.0,0.0,0.0
12,27.06,0.0,0.0,0.0,0.57
13,6.62,0.0,0.15,0.11,0.0
14,8.34,0.0,0.01,0.36,0.0
15,8.76,0.0,0.0,0.0,0.27
16,4.28,0.0,0.0,0.0,0.0
17,8.74,0.0,0.0,0.0,0.0
18,7.41,0.0,0.0,0.02,0.16
19,49.4,0.0,0.0,0.45,0.57
20,2.27,0.0,0.0,0.0,0.09
21,11.81,0.0,0.0,0.0,0.0
22,20.08,0.0,0.29,2.72,0.0
23,16.78,0.0,0.0,0.0,0.0
24,87.72,0.0,0.0,0.38,0.0
25,8.61,0.0,0.0,0.0,0.0
26,3.34,0.0,0.0,0.34,0.0
27,5.36,0.0,0.0,0.0,0.0
28,25.94,0.0,3.2,4.35,0.0
29,23.51,0.0,0.0,0.12,0.44
30,124.4,0.0,0.0,0.0,0.0
31,20.05,0.0,0.08,0.73,0.03
32,710.69,0.0,5.49,30.55,4.67
33,38.98,0.0,0.0,0.0,0.0
34,92.1,0.0,1.48,5.7,1.01
35,20.09,0.0,0.55,5.38,0.0
36,8.88,0.03,1.47,2.71,0.0
37,5.03,0.0,0.0,0.0,0.0
38,56.19,0.0,0.34,5.52,0.0
39,7.76,0.0,0.0,0.0,0.0
40,14.5,0.0,0.0,0.0,0.0
41,5.17,0.0,0.04,0.64,0.0
42,44.14,0.0,0.04,1.33,0.14
43,48.1,0.0,0.87,1.96,0.72
44,4.57,0.0,0.0,0.0,0.01
45,7.56,0.0,0.0,0.03,0.0
46,7.1,0.0,0.01,0.04,0.0
47,34.32,0.0,0.0,0.0,0.0
48,18.04,0.0,0.0,0.03,0.19
49,107.42,2.58,48.52,23.91,0.08
50,44.23,0.0,0.0,0.04,0.0
51,33.09,0.0,0.0,1.74,0.74
52,17.3,0.0,0.0,0.0,0.0
53,14.19,0.0,0.01,0.23,0.0
54,1.81,0.0,0.0,0.01,0.0
55,10.45,0.0,0.0,0.36,0.0
56,9.01,0.0,1.6,0.55,0.0
57,5.5,0.0,0.0,0.17,0.06
58,29.2,0.0,0.84,1.41,0.73
59,11.18,0.0,0.0,0.04,0.0
60,9.34,0.0,0.0,1.54,0.0
61,22.31,0.0,0.0,0.13,0.13
62,32.08,0.0,0.0,0.0,0.0
63,31.09,0.0,0.0,0.0,0.0
64,13.56,0.0,0.0,0.0,0.15
65,20.74,0.0,0.0,0.2,0.43
66,33.75,0.0,0.0,0.86,0.01
67,73.63,0.0,0.0,0.34,0.0
68,8.46,0.0,1.34,1.55,0.09
69,76.02,0.0,0.13,1.99,0.0
70,29.56,0.0,0.0,0.0,2.29
71,16.51,0.0,0.13,0.91,0.0
72,34.46,0.0,0.0,0.0,0.0
73,11.04,0.0,0.13,0.0,0.0
74,27.09,0.0,0.0,0.02,0.0
75,53.26,0.0,0.13,0.06,0.0
76,18.89,0.0,0.0,0.45,0.16
77,18.74,0.0,0.0,0.0,0.0
78,24.69,0.0,0.0,0.0,0.0
79,20.71,0.0,0.11,0.03,0.43
80,33.63,0.0,0.0,0.17,0.0
81,7.14,0.0,0.09,1.68,0.0
83,5.92,0.0,0.0,0.01,0.22
84,11.88,0.0,0.0,0.21,0.0
85,5.0,0.0,0.0,0.0,0.0
86,21.52,0.0,0.0,0.0,0.0
87,16.08,0.0,0.03,0.27,0.0
88,2.43,0.0,0.0,0.0,0.0
89,18.99,0.0,0.33,2.24,0.0
90,1.79,0.0,0.0,0.0,0.0
91,27.1,0.0,0.0,0.0,0.5
92,31.77,0.0,0.0,0.84,0.0
93,48.81,0.0,0.0,0.0,0.0
94,14.34,0.0,0.05,0.19,0.02
95,13.56,0.0,0.0,0.19,0.11
96,5.88,0.0,0.0,0.34,0.11
97,20.4,0.0,0.0,0.0,0.0
98,9.07,0.0,0.0,0.07,0.0
99,13.17,0.0,0.0,0.03,0.0
100,30.26,0.0,0.0,4.97,0.0
101,3.29,0.0,0.0,0.03,0.0
102,21.63,0.0,0.0,9.07,0.0
103,8.27,0.0,0.0,0.64,0.0
104,1.99,0.0,0.0,0.0,0.0
105,7.69,0.0,0.08,2.37,0.0
106,29.67,0.01,0.0,1.25,0.0
107,19.74,0.0,0.0,0.1,0.0
108,7.19,0.0,0.0,0.46,1.47
109,1.39,0.0,0.07,0.32,0.0
110,12.22,0.0,0.0,0.31,0.0
111,43.94,0.0,0.06,0.96,1.17
112,210.56,0.0,2.18,5.24,0.11
113,7.88,0.0,0.0,0.0,0.0
114,11.93,0.0,0.0,1.3,0.0
115,19.28,0.0,0.0,0.23,0.0
116,6.4,0.0,0.0,0.11,0.0
117,46.48,0.0,0.0,0.0,0.51
118,0.04,0.0,0.01,0.0,0.0
119,10.12,0.0,0.0,0.0,0.0
120,13.34,0.0,0.01,0.11,0.08
121,76.8,0.0,0.15,0.31,0.0
122,6.65,0.0,0.0,0.01,0.0
123,10.39,0.0,0.49,2.37,0.0
124,12.2,0.0,0.0,0.13,0.71
125,33.9,0.0,0.0,0.22,0.0
126,11.37,0.0,0.0,0.0,0.0
127,59.51,0.0,0.0,0.11,0.0
128,22.85,0.13,4.42,13.54,0.0
129,0.05,0.0,0.0,0.0,0.0
130,4.75,0.0,0.0,0.35,0.0
131,81.69,0.0,0.0,0.0,0.0
132,54.99,0.0,0.0,0.5,0.0
133,10.76,0.0,0.0,0.0,0.0
134,42.52,0.0,0.0,0.03,0.33
135,27.44,0.0,0.0,0.0,0.0
136,26.83,0.0,0.0,0.0,0.0
137,49.25,0.0,0.0,1.03,7.39
138,17.9,0.0,0.53,1.63,4.76
139,22.54,0.0,0.0,0.0,0.0
140,40.01,0.0,0.0,0.29,0.0
141,13.35,0.0,0.23,1.24,0.25
142,33.78,0.0,0.0,0.0,0.0
143,30.23,0.0,0.0,0.08,0.0
144,65.92,17.22,34.36,5.07,0.0
145,22.77,0.0,3.94,4.29,0.0
146,27.79,0.0,2.55,9.9,0.0
147,16.67,0.0,1.38,2.11,0.0
148,61.03,0.0,0.0,0.51,2.43
149,72.61,0.0,0.0,0.0,0.06
150,4.81,0.0,0.0,0.0,0.01
151,3.8,0.0,0.02,0.11,0.0
152,27.7,0.0,9.67,2.4,0.0
153,18.26,0.0,0.0,0.1,0.0
154,6.24,0.0,0.0,0.0,0.0
155,28.09,0.0,0.02,0.9,2.13
156,15.61,0.0,0.01,1.15,2.55
157,0.77,0.0,0.43,0.02,0.0
158,31.77,0.0,0.0,0.28,0.57
159,1.22,0.0,0.0,0.0,0.0
160,10.1,0.0,0.78,1.63,0.0
161,22.26,0.0,0.0,0.45,0.0
162,7.17,0.0,0.28,0.53,0.0
163,4.64,0.0,0.0,0.0,0.0
164,31.99,0.0,0.11,0.45,0.0
165,72.81,0.0,0.0,0.86,0.07
166,88.6,12.03,24.36,12.6,0.03
167,36.8,0.0,0.0,0.06,0.0
168,16.71,0.0,2.33,4.1,0.0
169,15.4,0.0,0.0,0.0,0.0
170,9.9,0.0,0.37,1.88,0.0
171,9.87,0.0,0.36,0.84,0.0
172,21.01,0.0,0.12,0.25,0.04
173,44.51,0.0,0.0,0.02,0.0
174,3.74,0.0,0.01,0.0,0.0
175,16.15,0.0,0.0,0.12,0.0
176,7.39,0.0,0.0,0.0,0.0
177,77.45,0.0,0.0,0.13,0.0
178,25.47,0.0,0.0,0.53,0.05
179,25.58,0.0,0.29,0.46,0.0
180,6.77,0.0,0.0,0.0,0.0
181,8.9,0.0,0.14,0.1,0.17
182,9.25,0.01,1.55,2.08,0.0
183,5.52,0.0,0.04,0.13,0.0
184,9.46,0.0,0.0,0.0,0.0
185,7.81,0.0,0.0,0.09,0.0
186,5.02,0.0,0.0,0.55,0.0
187,10.09,0.0,0.0,0.06,0.0
188,3.05,0.0,0.0,0.0,0.0
189,17.01,0.0,0.0,0.11,0.0
190,135.02,0.0,6.94,10.69,0.0
191,51.07,0.0,0.0,0.01,0.0
192,3.19,0.0,0.0,0.0,0.0
193,14.59,0.0,0.04,0.1,0.41
194,5.94,0.0,0.0,0.0,0.01
195,40.66,0.0,9.25,3.27,0.0
196,12.81,0.0,0.0,0.0,0.0
197,10.33,0.0,0.0,0.05,0.0
198,54.6,0.0,0.0,0.21,0.0
199,8.02,0.0,0.0,0.0,0.0
200,1.53,0.0,0.24,0.1,0.0
201,51.7,0.0,0.0,0.0,0.0
202,9.2,0.0,0.0,0.0,0.0
203,9.78,0.0,0.0,0.04,0.0
204,10.32,0.09,1.57,0.75,0.0
205,4.02,0.0,0.0,0.0,0.0
206,12.02,0.0,0.35,2.68,0.0
207,42.2,0.0,0.0,0.01,0.0
208,86.32,0.0,0.23,1.33,0.0
209,10.4,0.0,0.07,1.7,0.0
210,31.17,0.0,0.0,0.0,0.0
211,1.9,0.0,0.0,0.0,0.0
212,14.76,0.0,0.0,0.1,0.0
213,19.47,0.0,0.0,0.17,0.66
214,1.37,0.0,0.48,0.21,0.0
215,7.31,0.0,0.0,0.19,0.0
216,36.01,0.0,0.0,0.36,0.0
217,40.38,0.0,0.0,0.38,0.0
218,24.4,0.0,0.34,0.01,0.0
219,2.61,0.0,0.0,0.0,0.04
220,19.85,0.0,0.0,0.03,0.0
221,6.47,0.0,0.0,0.0,0.0
222,4.83,0.0,0.0,0.0,0.0
223,5.21,0.0,0.0,0.0,0.02
224,11.58,0.0,0.28,0.28,0.0
225,34.53,0.0,5.97,9.6,0.0
226,16.11,0.0,0.0,0.0,0.59
227,5.92,0.0,0.0,0.0,0.05
228,141.76,0.0,0.0,1.52,2.72
229,12.2,0.0,0.0,0.63,0.02
230,4.31,0.0,0.0,0.0,0.0
231,0.14,0.0,0.0,0.0,0.0
232,52.91,0.0,0.0,1.86,0.45
233,16.54,0.0,0.0,0.03,0.0
234,45.33,0.0,2.04,6.13,0.0
235,68.68,0.0,0.0,0.1,0.0
236,39.52,0.0,0.0,0.0,0.0
237,18.55,0.0,1.07,2.98,0.0
238,4.73,0.0,0.86,0.16,0.0
239,14.88,0.0,1.42,2.68,0.0
240,17.48,0.0,0.3,2.05,0.0
241,17.65,0.0,0.0,0.0,0.0
242,2.82,0.0,0.0,0.0,0.0
243,14.09,0.0,0.0,0.38,0.28
244,8.74,0.0,0.0,0.14,0.0
245,70.45,0.0,0.0,0.51,0.71
246,25.99,0.0,0.0,0.01,0.0
247,18.89,0.0,0.0,0.02,1.24
248,55.73,0.0,0.0,0.02,0.0
249,3.6,0.0,0.0,0.0,0.0
250,3.7,0.0,0.0,0.0,0.0
251,18.92,0.0,0.19,0.89,0.0
252,3.39,0.0,0.0,0.09,0.0
253,13.46,0.0,0.0,0.72,0.0
254,0.0,0.0,0.0,0.0,0.0
255,76.93,0.0,0.14,9.06,0.0
256,18.82,0.0,0.0,0.0,0.27
257,0.5,0.0,0.13,0.06,0.0
258,18.49,0.0,4.12,4.73,0.34
259,19.3,0.0,0.0,0.0,0.0
260,30.27,0.0,0.0,0.03,0.0
261,16.1,0.0,0.0,0.26,0.0
262,29.41,0.0,0.0,0.0,0.0
263,10.16,0.0,0.79,0.83,0.0
264,29.88,0.0,0.0,0.0,0.0
265,8.37,0.0,0.38,1.32,0.0
266,0.88,0.0,0.11,0.03,0.0
267,46.65,0.0,8.99,3.46,0.0
268,15.21,0.0,0.02,1.48,0.0
269,0.26,0.0,0.0,0.0,0.0
270,12.04,0.0,0.0,0.0,0.0
271,16.69,0.32,1.0,9.3,0.01
272,13.55,0.0,0.0,0.0,0.0
273,14.89,0.0,1.05,1.51,0.0
274,63.23,0.0,0.0,0.59,7.73
275,43.39,0.0,0.0,0.0,0.0
276,6.53,0.0,0.0,0.0,0.0
277,4.76,0.0,0.93,0.06,0.0
278,12.41,0.0,0.0,1.42,0.0
279,64.03,0.0,4.6,4.15,0.0
280,3.35,0.0,0.0,0.63,0.0
281,49.17,0.0,0.0,0.05,0.0
282,64.84,0.0,5.59,10.13,0.0
283,26.13,0.0,0.0,0.0,0.0
284,10.22,0.0,1.21,0.89,0.0
285,15.08,0.0,0.0,1.59,0.0
286,91.19,0.0,0.03,0.19,0.59
287,9.03,0.37,1.68,1.44,0.0
288,20.65,0.06,3.72,8.91,0.0
289,20.16,0.0,0.0,1.01,0.0
290,45.26,0.0,0.0,1.03,0.36
291,4.41,0.0,0.0,0.0,0.0
292,2.56,0.0,0.0,0.26,0.0
Alappuzha,0.0,20.01,120.91,140.92,0.0
ErnakulamH,190.46,631.53,647.02,1469.01,0.54
IdukkiH,399.27,1808.42,1003.23,3210.92,0.03
KannurH,57.64,493.12,1281.33,1832.09,0.1
