LGD_Code_x,DistrictName,StateName,Population,MORTH_City_Name,AvgAQI_2020,very_dense_forest,mod_dense_forest,open_forest,total_forest_cover,scrub,LGD_Code_y,DistrictVehicles_2020,VehiclesPerCapita,ForestPerCapita_sqkm
321,Purulia,West Bengal,,,,,,,,,321,0,,
388,Rajnandgaon,Chhattisgarh,1537133.0,,,41.59,1747.65,751.71,2540.95,47.14,388,0,0.0,0.0016530449869985224
112,Rajsamand,Rajasthan,1156597.0,,,,,,,,112,0,0.0,
583,Ramanathapuram,Tamil Nadu,1353445.0,,,,,,,,583,0,0.0,
339,Ranchi,Jharkhand,2914253.0,Ranchi,,63.57,349.76,727.13,1140.46,21.52,339,2061114,0.7072529392609358,0.00039133870669430553
339,Ranchi,Jharkhand,2914253.0,Ranchi,,57.2,258.41,544.16,859.77,13.14,339,2061114,0.7072529392609358,0.0002950224294184479
492,Ratnagiri,Maharashtra,1615069.0,,,,,,,,492,0,0.0,
370,Rayagada,Odisha,967911.0,,,,,,,,370,0,0.0,
216,Saharsa,Bihar,1900661.0,,,0.0,3.98,31.85,35.83,0.0,216,2159,0.0011359206086724565,1.8851336456106587e-05
340,Sahebganj,Jharkhand,,,,,,,,,340,0,,
762,Sakti,Chhattisgarh,,,,,,,,,762,0,,
178,Sant Kabir Nagar,Uttar Pradesh,1715183.0,,,,,,,,178,0,0.0,
341,Saraikela Kharsawan,Jharkhand,,,,,,,,,341,0,,
113,Sawai Madhopur,Rajasthan,1335551.0,,,,,,,,113,0,0.0,
653,Sepahijala,Tripura,,,,,,,,,653,0,,
268,Serchhip,Mizoram,64937.0,,,,,,,,268,2132,0.032831821611715974,
429,Shahdol,Madhya Pradesh,1066063.0,,,,,,,,429,0,0.0,
220,Sheohar,Bihar,656246.0,,,0.0,2.21,28.22,30.43,0.0,220,745,0.001135245014826757,4.636980644453452e-05
181,Shrawasti,Uttar Pradesh,1117361.0,,,,,,,,181,0,0.0,
342,Simdega,Jharkhand,599578.0,,,22.37,342.69,881.45,1246.51,17.57,342,0,0.0,0.0020789788818135423
342,Simdega,Jharkhand,599578.0,,,22.03,337.17,877.95,1237.15,17.57,342,0,0.0,0.0020633679020911374
222,Siwan,Bihar,3330464.0,,,0.0,2.51,6.9,9.41,0.0,222,3783,0.0011358777635788887,2.8254321319792076e-06
25,Solan,Himachal Pradesh,580320.0,,,0.4,108.64,155.91,264.95,29.05,25,0,0.0,0.0004565584505100634
670,South East,Delhi,,,,,,,,,670,0,,
84,South West,Delhi,,,,,,,,,84,0,,
648,Surajpur,Chhattisgarh,,,,182.38,1484.38,860.93,2527.69,24.62,648,0,,
389,Surguja,Chhattisgarh,2359886.0,,,87.34,907.29,435.45,1430.08,24.73,389,0,0.0,0.0006059953743528289
258,Tamenglong,Manipur,140651.0,,,,,,,,258,803,0.005709166660741836,
609,Tarn Taran,Punjab,1119627.0,,,,,,,,609,0,0.0,
238,Tawang,Arunachal Pradesh,49977.0,,,,,,,,238,0,0.0,
733,Tenkasi,Tamil Nadu,,,,,,,,,733,0,,
586,Thanjavur,Tamil Nadu,2405890.0,,,,,,,,586,0,0.0,
587,The Nilgiris,Tamil Nadu,735394.0,,,,,,,,587,0,0.0,
302,Tinsukia,Assam,1327929.0,,,405.45,341.23,832.08,1578.76,21.52,302,31718,0.023885313145507025,0.0011888888637871453
239,Tirap,Arunachal Pradesh,111975.0,,,,,,,,239,0,0.0,
732,Tirupathur,Tamil Nadu,,,,,,,,,732,0,,
116,Tonk,Rajasthan,1421326.0,,,,,,,,116,0,0.0,
549,Udupi,Karnataka,1177361.0,,,232.84,1385.61,661.2,2279.65,0.0,549,0,0.0,0.0019362370589819096
260,Ukhrul,Manipur,183998.0,,,,,,,,260,1051,0.005712018608897923,
26,Una,Himachal Pradesh,521173.0,,,19.15,312.21,307.71,639.07,14.71,26,0,0.0,0.0012262147118135439
381,Uttar Bastar Kanker,Chhattisgarh,748941.0,,,,,,,,381,0,0.0,
437,Vidisha,Madhya Pradesh,1458875.0,,,,,,,,437,0,0.0,
738,Vijayanagar,Karnataka,,,,,,,,,738,0,,
530,Vijayapura,Karnataka,,,68.2489270386266,0.0,0.68,25.45,26.13,7.81,530,0,,
698,Vikarabad,Telangana,,,,,,,,,698,0,,
499,Washim,Maharashtra,1197160.0,,,,,,,,499,0,0.0,
710,West Karbi Anglong,Assam,,,,,,,,,710,0,,
250,Wokha,Nagaland,166343.0,,,,,,,,250,15347,0.09226117119445965,
501,Adilabad,Telangana,,,,,,,,,501,0,,
438,Ahmedabad,Gujarat,,Ahmedabad,117.9306358381503,0.0,9.0,106.2,115.2,28.37,438,4571193,,
261,Aizawl,Mizoram,400309.0,,29.257894736842104,,,,,,261,13145,0.03283713331451454,
467,Akola,Maharashtra,1813906.0,,,,,,,,467,0,0.0,
119,Aligarh,Uttar Pradesh,3673889.0,,,,,,,,119,0,0.0,
639,Alirajpur,Madhya Pradesh,728999.0,,,,,,,,639,0,0.0,
87,Alwar,Rajasthan,3674179.0,,81.55932203389831,,,,,,87,0,0.0,
640,Amethi,Uttar Pradesh,,,,,,,,,640,0,,
123,Azamgarh,Uttar Pradesh,4613913.0,,,,,,,,123,0,0.0,
524,Bagalkote,Karnataka,,,,0.0,19.25,246.53,265.78,434.49,524,0,,
46,Bageshwar,Uttarakhand,259898.0,,,,,,,,46,7249,0.027891711363688832,
528,Ballari,Karnataka,,,,0.0,109.1,618.52,727.62,477.91,528,0,,
750,Bapatla,Andhra Pradesh,,,,0.0,41.28,72.58,113.86,29.03,750,0,,
750,Bapatla,Andhra Pradesh,,,,0.0,12.42,45.51,57.93,29.0,750,0,,
90,Barmer,Rajasthan,2603751.0,,,,,,,,90,0,0.0,
605,Barnala,Punjab,595527.0,,,,,,,,605,0,0.0,
280,Barpeta,Assam,1693622.0,,,0.0,34.18,85.4,119.58,0.7,280,40453,0.0238854951104792,7.060607384646633e-05
374,Bastar,Chhattisgarh,1413199.0,,,604.45,841.72,653.74,2099.91,43.7,374,0,0.0,0.0014859266104773636
394,Betul,Madhya Pradesh,1575362.0,,,,,,,,394,0,0.0,
348,Bhadrak,Odisha,1506337.0,,,,,,,,348,0,0.0,
443,Bhavnagar,Gujarat,2880365.0,,,0.0,46.87,256.12,302.99,82.68,443,0,0.0,0.00010519152954573466
92,Bhilwara,Rajasthan,2408523.0,,,,,,,,92,0,0.0,
59,Bhiwani,Haryana,1634445.0,,135.33660130718954,0.0,4.08,58.53,62.61,7.15,59,0,0.0,3.8306581133045164e-05
529,Bidar,Karnataka,1703300.0,,,0.0,21.81,79.81,101.62,47.41,529,0,0.0,5.96606587213057e-05
529,Bidar,Karnataka,1703300.0,,,0.0,21.82,86.06,107.88,52.43,529,0,0.0,6.333587741443081e-05
132,Bijnor,Uttar Pradesh,3682713.0,,,,,,,,132,0,0.0,
15,Bilaspur,Himachal Pradesh,381956.0,,,19.57,438.71,222.19,680.47,19.02,15,0,0.0,0.0017815402821267372
15,Bilaspur,Himachal Pradesh,381956.0,,,22.05,189.43,163.18,374.66,1.91,15,0,0.0,0.0009808983233670894
322,Bokaro,Jharkhand,2062330.0,,,59.04,231.4,281.97,572.41,29.09,322,0,0.0,0.00027755499847260137
322,Bokaro,Jharkhand,2062330.0,,,42.01,195.35,250.61,487.97,27.29,322,0,0.0,0.000236611017635393
281,Bongaigaon,Assam,738804.0,,,0.0,58.36,178.32,236.68,1.15,281,17646,0.02388454854061429,0.0003203556017563522
2,Budgam,Jammu And Kashmir,,,,,,,,,2,0,,
194,Buxar,Bihar,1706352.0,,,0.0,3.04,2.97,6.01,0.0,194,1938,0.0011357562800641367,3.522133768413551e-06
77,Central,Delhi,,,,,,,,,77,0,,
16,Chamba,Himachal Pradesh,519080.0,,,372.98,281.15,133.43,787.56,0.87,16,0,0.0,0.0015172227787624258
262,Champhai,Mizoram,125745.0,,,,,,,,262,4129,0.03283629567776055,
44,Chandigarh,Chandigarh,1055450.0,Chandigarh,75.0521978021978,,,,,,44,14348,0.013594201525415699,
730,Chengalpattu,Tamil Nadu,,,,,,,,,730,0,,
469,Chhatrapati Sambhajinagar,Maharashtra,,,,,,,,,469,0,,
399,Chhindwara,Madhya Pradesh,2090922.0,,,,,,,,399,0,0.0,
136,Chitrakoot,Uttar Pradesh,991730.0,,,,,,,,136,0,0.0,
254,Churachandpur,Manipur,274143.0,,,,,,,,254,1566,0.005712347205655443,
570,Cuddalore,Tamil Nadu,2605914.0,,,,,,,,570,0,0.0,
350,Cuttack,Odisha,2624470.0,,,,,,,,350,0,0.0,
534,Dakshina Kannada,Karnataka,2089649.0,,,,,,,,534,0,0.0,
463,Daman,The Dadra And Nagar Haveli And Daman And Diu,,,,,,,,,463,0,,
195,Darbhanga,Bihar,3937385.0,,,0.0,44.17,100.06,144.23,0.0,195,4472,0.0011357792037100765,3.663091112502333e-05
97,Dausa,Rajasthan,1634409.0,,,,,,,,97,0,0.0,
767,Deeg,Rajasthan,,,,,,,,,767,0,,
137,Deoria,Uttar Pradesh,3100946.0,,,,,,,,137,0,0.0,
402,Dewas,Madhya Pradesh,1563715.0,,100.68450704225351,,,,,,402,0,0.0,
403,Dhar,Madhya Pradesh,2185793.0,,,,,,,,403,0,0.0,
488,Dharashiv,Maharashtra,,,,,,,,,488,0,,
474,Dhule,Maharashtra,2050862.0,,,,,,,,474,0,0.0,
747,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,,,,,,,,,747,0,,
231,East Kameng,Arunachal Pradesh,78690.0,,,,,,,,231,0,0.0,
139,Etawah,Uttar Pradesh,1581810.0,,,,,,,,139,0,0.0,
60,Faridabad,Haryana,1809733.0,Faridabad,188.71309192200556,0.0,25.98,52.45,78.43,20.2,60,8599668,4.751898760756421,4.333788464928252e-05
143,Firozabad,Uttar Pradesh,2498156.0,,,,,,,,143,0,0.0,
100,Ganganagar,Rajasthan,1969168.0,,,,,,,,100,0,0.0,
288,Golaghat,Assam,1066888.0,,,23.39,117.97,519.34,660.7,12.81,288,25483,0.023885356288570123,0.0006192777498669026
148,Gorakhpur,Uttar Pradesh,4440895.0,,,,,,,,148,0,0.0,
406,Guna,Madhya Pradesh,1241519.0,,,,,,,,406,0,0.0,
228,Gyalshing,Sikkim,,,,,,,,,228,0,,
149,Hamirpur,Uttar Pradesh,1104285.0,,,37.38,119.89,208.83,366.1,11.72,149,0,0.0,0.00033152673449335997
556,Idukki,Kerala,1108974.0,,,,,,,,556,0,0.0,
255,Imphal East,Manipur,456113.0,,,,,,,,255,2606,0.0057134964361901545,
410,Indore,Madhya Pradesh,3276697.0,Indore,102.98607242339833,,,,,,410,2431657,0.7421061514079574,
783,Jaipur (Gramin),Rajasthan,,,,,,,,,783,0,,
103,Jaisalmer,Rajasthan,669919.0,,,,,,,,103,0,0.0,
689,Jangoan,Telangana,,,,,,,,,689,0,,
152,Jaunpur,Uttar Pradesh,4494204.0,,,,,,,,152,0,0.0,
64,Jhajjar,Haryana,958405.0,,,0.0,0.23,25.33,25.56,6.43,64,0,0.0,2.666930994725612e-05
448,Junagadh,Gujarat,2743082.0,,,61.92,881.83,582.78,1526.53,71.85,448,0,0.0,0.0005565017742816292
66,Kaithal,Haryana,1074304.0,,121.49162011173185,0.0,21.51,32.81,54.32,0.95,66,0,0.0,5.0562969140950794e-05
718,Kamle,Arunachal Pradesh,,,,,,,,,718,0,,
575,Kanniyakumari,Tamil Nadu,1870374.0,,,,,,,,575,0,0.0,
598,Karaikal,Puducherry,200222.0,,,,,,,,598,0,0.0,
293,Karimganj,Assam,1228686.0,,,3.33,292.83,544.79,840.95,1.33,293,29348,0.023885679498260745,0.0006844303589362946
158,Kaushambi,Uttar Pradesh,1599596.0,,,,,,,,158,0,0.0,
781,Kekri,Rajasthan,,,,,,,,,781,0,,
361,Kendujhar,Odisha,1801733.0,,,,,,,,361,0,0.0,
759,Khairagarh-Chhuikhadan-Gandai,Chhattisgarh,,,,,,,,,759,0,,
245,Kohima,Nagaland,267988.0,,64.76146788990826,,,,,,245,24725,0.09226159380270758,
294,Kokrajhar,Assam,887142.0,,,545.76,206.96,389.97,1142.69,5.0,294,21190,0.023885691354935287,0.0012880576052086362
480,Kolhapur,Maharashtra,3876001.0,,,,,,,,480,0,0.0,
643,Kondagaon,Chhattisgarh,,,,326.2,1258.34,580.96,2165.5,7.35,643,0,,
20,Kullu,Himachal Pradesh,437903.0,,,108.61,243.88,146.91,499.4,4.04,20,0,0.0,0.0011404352105374934
233,Kurung Kumey,Arunachal Pradesh,92076.0,,,,,,,,233,0,0.0,
9,Leh Ladakh,Ladakh,,,,,,,,,9,0,,
162,Lucknow,Uttar Pradesh,4589838.0,Lucknow,171.94262295081967,,,,,,162,2617830,0.5703534634555729,
205,Madhepura,Bihar,2001762.0,,,0.0,1.38,58.63,60.01,0.0,205,2273,0.0011354996248305242,2.997858886321151e-05
737,Malerkotla,Punjab,,,,,,,,,737,0,,
226,Mangan,Sikkim,,,,,,,,,226,0,,
37,Mansa,Punjab,769751.0,,,,,,,,37,0,0.0,
296,Marigaon,Assam,,,,,,,,,296,0,,
167,Mathura,Uttar Pradesh,2547184.0,,,,,,,,167,0,0.0,
169,Meerut,Uttar Pradesh,3443689.0,Meerut,173.58677685950414,,,,,,169,0,0.0,
38,Moga,Punjab,995746.0,,,,,,,,38,0,0.0,
647,Mungeli,Chhattisgarh,,,,374.68,585.74,78.1,1038.52,5.38,647,0,,
172,Muzaffarnagar,Uttar Pradesh,4143512.0,,157.815625,,,,,,172,0,0.0,
208,Muzaffarpur,Bihar,4801062.0,,157.18051575931233,0.0,53.48,122.28,175.76,0.0,208,5453,0.00113579037304663,3.660856702121322e-05
110,Nagaur,Rajasthan,3307743.0,,,,,,,,110,0,0.0,
227,Namchi,Sikkim,,,,,,,,,227,0,,
637,Narayanpur,Chhattisgarh,139820.0,,,952.91,1409.3,819.75,3181.96,12.72,637,0,0.0,0.022757545415534257
452,Narmada,Gujarat,590297.0,,,19.74,417.48,416.96,854.18,23.0,452,0,0.0,0.001447034289518666
367,Nayagarh,Odisha,962789.0,,,,,,,,367,0,0.0,
764,Niuland,Nagaland,,,,,,,,,764,0,,
303,North 24 Parganas,West Bengal,,,,,,,,,303,0,,
632,North And Middle Andaman,Andaman And Nicobar Islands,,,,,,,,,632,0,,
656,North Garo Hills,Meghalaya,,,,,,,,,656,0,,
604,Nuh,Haryana,,,,,,,,,604,0,,
741,Pakyong,Sikkim,,,,,,,,,741,0,,
111,Pali,Rajasthan,2037573.0,,99.11666666666666,,,,,,111,0,0.0,
751,Palnadu,Andhra Pradesh,,,,0.99,247.18,521.37,769.54,447.82,751,0,,
751,Palnadu,Andhra Pradesh,,,,0.96,221.77,431.42,654.15,357.4,751,0,,
619,Palwal,Haryana,1042708.0,,131.92079207920793,0.0,2.43,11.39,13.82,0.2,619,0,0.0,1.3253950290973121e-05
420,Panna,Madhya Pradesh,1016520.0,,,,,,,,420,0,0.0,
52,Pauri Garhwal,Uttarakhand,,,,,,,,,52,0,,
772,Phalodi,Rajasthan,,,,,,,,,772,0,,
173,Pilibhit,Uttar Pradesh,2031007.0,,,,,,,,173,0,0.0,
306,Purba Bardhaman,West Bengal,,,,,,,,,306,0,,
457,Rajkot,Gujarat,3804558.0,Rajkot,,0.0,1.02,59.05,60.07,21.96,457,2258704,0.5936836815209546,1.5788956299259993e-05
631,Ramanagara,Karnataka,1082636.0,,48.76875,0.0,196.15,494.5,690.65,170.11,631,0,0.0,0.0006379337099449861
607,Ramgarh,Jharkhand,949443.0,,,31.18,113.29,197.09,341.56,15.2,607,0,0.0,0.0003597477679018119
607,Ramgarh,Jharkhand,949443.0,,,35.87,124.98,250.84,411.69,16.46,607,0,0.0,0.00043361212837421517
176,Rampur,Uttar Pradesh,2335819.0,,,160.87,157.56,71.89,390.32,3.7,176,0,0.0,0.0001671019886386745
731,Ranipet,Tamil Nadu,,,,,,,,,731,0,,
424,Rewa,Madhya Pradesh,2365106.0,,,,,,,,424,0,0.0,
215,Rohtas,Bihar,2959918.0,,,0.0,350.25,317.81,668.06,43.42,215,3362,0.0011358422767117197,0.0002257021985068505
42,Rupnagar,Punjab,684627.0,,103.22183098591549,,,,,,42,0,0.0,
779,Sanchore,Rajasthan,,,,,,,,,779,0,,
494,Satara,Maharashtra,3003741.0,,,,,,,,494,0,0.0,
428,Seoni,Madhya Pradesh,1379131.0,,,,,,,,428,0,0.0,
180,Shahjahanpur,Uttar Pradesh,3006538.0,,,,,,,,180,0,0.0,
430,Shajapur,Madhya Pradesh,1512681.0,,,,,,,,430,0,0.0,
431,Sheopur,Madhya Pradesh,687861.0,,,,,,,,431,0,0.0,
432,Shivpuri,Madhya Pradesh,1726050.0,,,,,,,,432,0,0.0,
625,Shopian,Jammu And Kashmir,,,,,,,,,625,0,,
433,Sidhi,Madhya Pradesh,1127033.0,,,,,,,,433,0,0.0,
638,Singrauli,Madhya Pradesh,1178273.0,,158.2046783625731,,,,,,638,0,0.0,
183,Sitapur,Uttar Pradesh,4483992.0,,,,,,,,183,0,0.0,
496,Solapur,Maharashtra,4317756.0,,82.63565891472868,,,,,,496,0,0.0,
742,Soreng,Sikkim,,,,,,,,,742,0,,
83,South,Delhi,,,,,,,,,83,0,,
707,South Salmara Mancachar,Assam,,,,,,,,,707,0,,
663,South West Garo Hills,Meghalaya,,,,,,,,,663,0,,
519,Srikakulam,Andhra Pradesh,2703114.0,,,0.0,77.54,500.36,577.9,315.61,519,52969,0.019595547949513042,0.00021379046536698044
519,Srikakulam,Andhra Pradesh,2703114.0,,,0.0,81.16,504.06,585.22,318.41,519,52969,0.019595547949513042,0.0002164984532653821
642,Sukma,Chhattisgarh,,,,215.52,1689.31,1345.38,3250.21,27.09,642,0,,
223,Supaul,Bihar,2229076.0,,,0.0,4.26,138.2,142.46,0.0,223,2532,0.0011358966674981023,6.390988911997617e-05
756,Tamulpur,Assam,,,,,,,,,756,0,,
55,Tehri Garhwal,Uttarakhand,618931.0,,,,,,,,55,17263,0.027891638971064624,
497,Thane,Maharashtra,11060148.0,Vashi N.Mumbai,94.91558441558442,,,,,,497,483672,0.04373106038002385,
565,Thiruvananthapuram,Kerala,3301427.0,Thiruvananthapuram,54.94505494505494,,,,,,565,972523,0.29457655734929167,
591,Tiruchirappalli,Tamil Nadu,2722290.0,Trichy,,,,,,,591,898889,0.3301959012449078,
634,Tiruppur,Tamil Nadu,2479052.0,,,,,,,,634,0,0.0,
593,Tiruvannamalai,Tamil Nadu,2464875.0,,,,,,,,593,0,0.0,
117,Udaipur,Rajasthan,3068420.0,,84.86797752808988,,,,,,117,0,0.0,
617,Udalguri,Assam,831668.0,,,7.47,78.69,325.69,411.85,5.85,617,19864,0.023884530846443534,0.0004952096269184339
240,Upper Siang,Arunachal Pradesh,35320.0,,,,,,,,240,0,0.0,
550,Uttara Kannada,Karnataka,1437169.0,,,,,,,,550,0,0.0,
57,Uttar Kashi,Uttarakhand,,,,,,,,,57,0,,
522,Warangal,Telangana,,,,,,,,,522,0,,
567,Wayanad,Kerala,817420.0,,,,,,,,567,0,0.0,
278,West Garo Hills,Meghalaya,643291.0,,,,,,,,278,25726,0.039991232583698515,
275,West Jaintia Hills,Meghalaya,,,,,,,,,275,0,,
243,West Siang,Arunachal Pradesh,112274.0,,,,,,,,243,0,0.0,
343,West Singhbhum,Jharkhand,,,,467.43,1348.49,1561.77,3377.69,34.34,343,0,,
697,Yadadri Bhuvanagiri,Telangana,,,,,,,,,697,0,,
635,Yadgir,Karnataka,1174271.0,,69.73913043478261,0.0,17.26,129.21,146.47,131.95,635,0,0.0,0.00012473270650471653
635,Yadgir,Karnataka,1174271.0,,69.73913043478261,0.0,17.99,142.99,160.98,136.31,635,0,0.0,0.0001370893090266216
601,Yanam,Puducherry,55626.0,,,,,,,,601,0,0.0,
251,Zunheboto,Nagaland,140757.0,,,,,,,,251,12986,0.09225828910817935,
