LGD_Code_x,DistrictName,StateName,Population,MORTH_City_Name,AvgAQI_2020,very_dense_forest,mod_dense_forest,open_forest,total_forest_cover,scrub,LGD_Code_y,DistrictVehicles_2020,VehiclesPerCapita,ForestPerCapita_sqkm
752,Tirupati,Andhra Pradesh,,,55.45530726256983,1.6,816.94,1138.9,1957.44,491.56,752,0,,
249,Tuensang,Nagaland,196596.0,,,,,,,,249,18138,0.09226026979185742,
56,Udam Singh Nagar,Uttarakhand,,,,,,,,,56,0,,
14,Udhampur,Jammu And Kashmir,,,,,,,,,14,0,,
435,Ujjain,Madhya Pradesh,1986864.0,,121.47765363128492,,,,,,435,0,0.0,
186,Unnao,Uttar Pradesh,3108367.0,,,,,,,,186,0,0.0,
311,Uttar Dinajpur,West Bengal,3007134.0,,,,,,,,311,0,0.0,
595,Vellore,Tamil Nadu,3936331.0,,,,,,,,595,0,0.0,
693,Wanaparthy,Telangana,,,,,,,,,693,0,,
523,West Godavari,Andhra Pradesh,3936966.0,,,0.0,0.33,60.63,60.96,0.02,523,77147,0.019595546418231705,1.548400468787386e-05
242,West Kameng,Arunachal Pradesh,83947.0,,,,,,,,242,0,0.0,
76,Yamunanagar,Haryana,1214205.0,,154.49112426035504,21.47,86.16,81.36,188.99,0.82,76,0,0.0,0.00015564916962127484
500,Yavatmal,Maharashtra,2772348.0,,,,,,,,500,0,0.0,
466,Ahmednagar,Maharashtra,,,,,,,,,466,0,,
745,Alluri Sitharama Raju,Andhra Pradesh,,,,1183.18,3781.97,1952.17,6917.32,726.83,745,0,,
154,Amroha,Uttar Pradesh,,,,,,,,,154,0,,
744,Anakapalli,Andhra Pradesh,,,,0.0,155.02,551.29,706.31,257.93,744,0,,
744,Anakapalli,Andhra Pradesh,,,,0.0,229.31,611.89,841.2,268.22,744,0,,
628,Anjaw,Arunachal Pradesh,21167.0,,,,,,,,628,0,0.0,
776,Anupgarh,Rajasthan,,,,,,,,,776,0,,
122,Auraiya,Uttar Pradesh,1379545.0,,,,,,,,122,0,0.0,
140,Ayodhya,Uttar Pradesh,,,,,,,,,140,0,,
739,Bajali,Assam,,,,,,,,,739,0,,
345,Balangir,Odisha,1648997.0,,,,,,,,345,0,0.0,
129,Bara Banki,Uttar Pradesh,3260699.0,,,,,,,,129,0,0.0,
690,Bhadradri Kothagudem,Telangana,,,,,,,,,690,0,,
91,Bharatpur,Rajasthan,2548462.0,,,,,,,,91,0,0.0,
193,Bhojpur,Bihar,2728407.0,,,0.0,19.23,12.34,31.57,0.53,193,3099,0.0011358276092972932,1.1570854348343191e-05
93,Bikaner,Rajasthan,2363937.0,,,,,,,,93,0,0.0,
307,Birbhum,West Bengal,3502404.0,,,,,,,,307,0,0.0,
701,Charki Dadri,Haryana,,,,,,,,,701,0,,
630,Chikkaballapura,Karnataka,1255104.0,,,,,,,,630,0,0.0,
503,Chittoor,Andhra Pradesh,4174064.0,,,0.0,457.98,788.33,1246.31,625.25,503,81793,0.0195955308782999,0.00029858430536762253
503,Chittoor,Andhra Pradesh,4174064.0,,,0.0,471.07,805.36,1276.43,627.07,503,81793,0.0195955308782999,0.0003058002943893529
376,Dakshin Bastar Dantewada,Chhattisgarh,533638.0,,,,,,,,376,0,0.0,
283,Darrang,Assam,928500.0,,,0.0,14.43,99.48,113.91,2.28,283,22177,0.023884760366182013,0.0001226817447495961
49,Dehradun,Uttarakhand,1696694.0,,,,,,,,49,47324,0.02789188857861229,
351,Deogarh,Odisha,,,,,,,,,351,0,,
284,Dhemaji,Assam,686133.0,,,53.67,88.36,152.0,294.03,6.83,284,16388,0.023884582143695172,0.0004285320776001154
285,Dhubri,Assam,1949258.0,,,1.45,14.73,72.31,88.49,3.4,285,46559,0.0238854989950022,4.5396761229144624e-05
230,Dibang Valley,Arunachal Pradesh,8004.0,,,,,,,,230,0,0.0,
768,Didwana-Kuchaman,Rajasthan,,,,,,,,,768,0,,
244,Dimapur,Nagaland,378811.0,,,,,,,,244,34951,0.0922650081439029,
572,Dindigul,Tamil Nadu,2159775.0,,,,,,,,572,0,0.0,
464,Diu,The Dadra And Nagar Haveli And Daman And Diu,,,,,,,,,464,0,,
4,Doda,Jammu And Kashmir,,,,,,,,,4,0,,
99,Dungarpur,Rajasthan,1388552.0,,,,,,,,99,0,0.0,
232,East Siang,Arunachal Pradesh,99214.0,,,,,,,,232,0,0.0,
555,Ernakulam,Kerala,3282388.0,,89.7876447876448,,,,,,555,0,0.0,
138,Etah,Uttar Pradesh,1774480.0,,,,,,,,138,0,0.0,
141,Farrukhabad,Uttar Pradesh,1885204.0,,,,,,,,141,0,0.0,
61,Fatehabad,Haryana,942011.0,,154.54577464788733,0.0,2.96,18.35,21.31,1.07,61,0,0.0,2.2621816518066135e-05
142,Fatehpur,Uttar Pradesh,2632733.0,,,,,,,,142,0,0.0,
537,Gadag,Karnataka,1064570.0,,,0.0,0.58,140.59,141.17,119.04,537,0,0.0,0.00013260753167945743
537,Gadag,Karnataka,1064570.0,,,0.0,0.59,140.69,141.28,129.98,537,0,0.0,0.00013271085978376246
771,Gangapurcity,Rajasthan,,,,,,,,,771,0,,
225,Gangtok,Sikkim,,,,,,,,,225,0,,
145,Ghaziabad,Uttar Pradesh,4681645.0,Ghaziabad,203.36885245901638,,,,,,145,0,0.0,
147,Gonda,Uttar Pradesh,3433919.0,,,,,,,,147,0,0.0,
197,Gopalganj,Bihar,2562012.0,,,0.0,4.68,6.62,11.3,0.0,197,2910,0.001135826061704629,4.410596047169178e-06
32,Gurdaspur,Punjab,2298323.0,,,,,,,,32,0,0.0,
407,Gwalior,Madhya Pradesh,2032036.0,Gwalior,144.3765060240964,,,,,,407,0,0.0,
289,Hailakandi,Assam,659296.0,,,17.25,364.08,391.85,773.18,0.88,289,15747,0.02388456778139106,0.0011727357666359267
101,Hanumangarh,Rajasthan,1774692.0,,,,,,,,101,0,0.0,
150,Hardoi,Uttar Pradesh,4092845.0,,,,,,,,150,0,0.0,
332,Hazaribagh,Jharkhand,1734495.0,,,233.2,467.06,941.28,1641.54,21.62,332,0,0.0,0.0009464080323091159
477,Hingoli,Maharashtra,1177345.0,,,,,,,,477,0,0.0,
681,Jagitial,Telangana,,,,,,,,,681,0,,
356,Jajapur,Odisha,1827192.0,,,,,,,,356,0,0.0,
333,Jamtara,Jharkhand,791042.0,,,0.0,20.28,87.21,107.49,4.0,333,0,0.0,0.00013588406178180172
333,Jamtara,Jharkhand,791042.0,,,0.0,20.11,85.27,105.38,4.63,333,0,0.0,0.00013321669393028435
198,Jamui,Bihar,1760405.0,,,27.78,352.66,290.4,670.84,14.79,198,1999,0.0011355341526523726,0.00038107140118325044
379,Janjgir-Champa,Chhattisgarh,,,,,,,,,379,0,,
199,Jehanabad,Bihar,1125313.0,,,0.0,0.06,6.04,6.1,3.07,199,1278,0.001135684027466136,5.420714059110665e-06
703,Jhargram,West Bengal,,,,,,,,,703,0,,
200,Kaimur (Bhabua),Bihar,1626384.0,,,0.0,526.0,499.68,1025.68,38.5,200,1847,0.0011356481618117246,0.0006306505720666215
574,Kancheepuram,Tamil Nadu,3998252.0,,,,,,,,574,0,0.0,
359,Kandhamal,Odisha,733110.0,,,,,,,,359,0,0.0,
18,Kangra,Himachal Pradesh,1510075.0,,,,,,,,18,0,0.0,
155,Kannauj,Uttar Pradesh,1656616.0,,,,,,,,155,0,0.0,
67,Karnal,Haryana,1505324.0,,128.35168195718654,0.0,4.16,28.79,32.95,0.67,67,0,0.0,2.1888975396658795e-05
633,Kasganj,Uttar Pradesh,,,,,,,,,633,0,,
413,Katni,Madhya Pradesh,1292042.0,,134.34916201117318,,,,,,413,0,0.0,
202,Khagaria,Bihar,1666886.0,,,0.0,2.81,14.81,17.62,0.0,202,1893,0.001135650548387832,1.0570608907867725e-05
19,Kinnaur,Himachal Pradesh,84121.0,,,61.21,281.09,207.12,549.42,53.6,19,0,0.0,0.0065313060947920255
614,Kiphire,Nagaland,74004.0,,,,,,,,614,6827,0.09225177017458516,
203,Kishanganj,Bihar,1690400.0,,,0.0,12.28,82.99,95.27,0.0,203,1920,0.001135825840037861,5.635944155229531e-05
334,Koderma,Jharkhand,,,,53.49,270.87,212.98,537.34,6.42,334,0,,
543,Koppal,Karnataka,1389920.0,,96.16666666666667,0.0,0.47,36.41,36.88,167.24,543,0,0.0,2.6533901231725568e-05
543,Koppal,Karnataka,1389920.0,,96.16666666666667,0.0,0.53,37.32,37.85,189.27,543,0,0.0,2.723178312420859e-05
782,Kotputli-Behror,Rajasthan,,,,,,,,,782,0,,
560,Kottayam,Kerala,1974551.0,,,73.71,406.62,863.44,1343.77,0.85,560,0,0.0,0.0006805445896307566
561,Kozhikode,Kerala,3086293.0,Kozhikoda,48.214765100671144,,,,,,561,0,0.0,
510,Krishna,Andhra Pradesh,4517398.0,,,0.0,50.25,124.35,174.6,3.45,510,88521,0.01959557249549409,3.8650568313883344e-05
510,Krishna,Andhra Pradesh,4517398.0,,,0.0,5.46,92.82,98.28,3.56,510,88521,0.01959557249549409,2.1755886906577637e-05
622,Kulgam,Jammu And Kashmir,,,,,,,,,622,0,,
8,Kupwara,Jammu And Kashmir,,,,,,,,,8,0,,
511,Kurnool,Andhra Pradesh,4053463.0,,,0.0,0.75,70.73,71.48,145.21,511,79430,0.019595590239753023,1.7634304297337857e-05
511,Kurnool,Andhra Pradesh,4053463.0,,,0.0,0.93,77.7,78.63,154.3,511,79430,0.019595590239753023,1.9398228132340174e-05
204,Lakhisarai,Bihar,1000912.0,,,16.16,126.61,26.77,169.54,4.18,204,1136,0.0011349649120002557,0.00016938552040539028
481,Latur,Maharashtra,2454196.0,,,,,,,,481,0,0.0,
265,Lunglei,Mizoram,161428.0,,,,,,,,265,5300,0.03283197462645886,
688,Mahabubabad,Telangana,,,,,,,,,688,0,,
451,Mahesana,Gujarat,2035064.0,,,0.0,12.96,168.66,181.62,22.15,451,0,0.0,8.924535051477496e-05
164,Mahrajganj,Uttar Pradesh,2684703.0,,,,,,,,164,0,0.0,
266,Mamit,Mizoram,86364.0,,,,,,,,266,2835,0.03282617757398916,
22,Mandi,Himachal Pradesh,999777.0,,,46.3,132.0,148.43,326.73,3.25,22,0,0.0,0.0003268028770415803
760,Manendragarh-Chirmiri-Bharatpur(M C B),Chhattisgarh,,,,,,,,,760,0,,
365,Mayurbhanj,Odisha,2519738.0,,,,,,,,365,0,0.0,
700,Medchal Malkajgiri,Telangana,,,,,,,,,700,0,,
417,Morena,Madhya Pradesh,1965970.0,,,,,,,,417,0,0.0,
319,Murshidabad,West Bengal,7103807.0,,,,,,,,319,0,0.0,
366,Nabarangpur,Odisha,,,,,,,,,366,0,,
320,Nadia,West Bengal,5167600.0,,,,,,,,320,0,0.0,
485,Nanded,Maharashtra,3361292.0,,,,,,,,485,0,0.0,
486,Nandurbar,Maharashtra,1648295.0,,,,,,,,486,0,0.0,
721,Narayanpet,Telangana,,,,,,,,,721,0,,
418,Narsimhapur,Madhya Pradesh,1091854.0,,,,,,,,418,0,0.0,
419,Neemuch,Madhya Pradesh,826067.0,,,,,,,,419,0,0.0,
603,Nicobars,Andaman And Nicobar Islands,,,,,,,,,603,0,,
680,Nirmal,Telangana,,,,,,,,,680,0,,
722,Niwari,Madhya Pradesh,,,,,,,,,722,0,,
516,Nizamabad,Telangana,,,,,,,,,516,0,,
736,Noklak,Nagaland,,,,,,,,,736,0,,
551,North Goa,Goa,818008.0,,,,,,,,551,44338,0.05420240388847053,
723,Pakke Kessang,Arunachal Pradesh,,,,,,,,,723,0,,
337,Pakur,Jharkhand,900422.0,,,2.83,168.77,114.53,286.13,21.87,337,0,0.0,0.0003177732218892919
337,Pakur,Jharkhand,900422.0,,,2.84,176.82,117.88,297.54,22.06,337,0,0.0,0.0003304450579839231
785,Pandhurna,Madhya Pradesh,,,,,,,,,785,0,,
489,Parbhani,Maharashtra,1836086.0,,,,,,,,489,0,0.0,
704,Paschim Bardhaman,West Bengal,,,,,,,,,704,0,,
318,Paschim Medinipur,West Bengal,5913457.0,,,,,,,,318,0,0.0,
41,Patiala,Punjab,1895686.0,,91.96153846153847,,,,,,41,0,0.0,
212,Patna,Bihar,5838465.0,Patna,142.98907103825135,0.0,19.9,8.47,28.37,0.09,212,6632,0.00113591500505698,4.859153904322455e-06
682,Peddapalli,Telangana,,,,,,,,,682,0,,
10,Poonch,Jammu And Kashmir,,,,,,,,,10,0,,
174,Pratapgarh,Uttar Pradesh,3209141.0,,,,,,,,174,0,0.0,
600,Puducherry,Puducherry,950289.0,,,,,,,,600,0,0.0,
11,Pulwama,Jammu And Kashmir,,,,,,,,,11,0,,
490,Pune,Maharashtra,9429408.0,Pune,85.4416403785489,,,,,,490,3198829,0.33923964261595213,
491,Raigad,Maharashtra,,,,,,,,,491,0,,
386,Raigarh,Chhattisgarh,1493984.0,,,309.08,1512.32,796.5,2617.9,26.75,386,0,0.0,0.0017522945359521923
387,Raipur,Chhattisgarh,4063872.0,Raipur,,0.0,11.39,35.32,46.71,7.03,387,1632014,0.4015908965636713,1.1493964376830767e-05
422,Rajgarh,Madhya Pradesh,1545814.0,,,23.87,196.33,160.25,380.45,19.03,422,0,0.0,0.0002461162856592061
12,Rajouri,Jammu And Kashmir,,,,,,,,,12,0,,
54,Rudra Prayag,Uttarakhand,,,,,,,,,54,0,,
458,Sabar Kantha,Gujarat,2428589.0,,,,,,,,458,0,0.0,
177,Saharanpur,Uttar Pradesh,3466382.0,,,,,,,,177,0,0.0,
727,Saitual,Mizoram,,,,,,,,,727,0,,
584,Salem,Tamil Nadu,3482056.0,Salem,,,,,,,584,1637357,0.4702270727409324,
777,Salumbar,Rajasthan,,,,,,,,,777,0,,
659,Sambhal,Uttar Pradesh,,,,,,,,,659,0,,
691,Sangareddy,Telangana,,,,,,,,,691,0,,
218,Saran,Bihar,3951862.0,,,0.0,25.53,37.26,62.79,0.0,218,4489,0.0011359202320323938,1.588871271314636e-05
763,Sarangarh-Bilaigarh,Chhattisgarh,,,,,,,,,763,0,,
426,Satna,Madhya Pradesh,2228935.0,,72.98816568047337,,,,,,426,0,0.0,
671,Shahdara,Delhi,,,,0.0,0.25,0.65,0.9,0.0,671,0,,
765,Shamator,Nagaland,,,,,,,,,765,0,,
660,Shamli,Uttar Pradesh,,,,,,,,,660,0,,
23,Shimla,Himachal Pradesh,814010.0,,,35.8,160.19,144.97,340.96,8.15,23,0,0.0,0.0004188646331126153
547,Shivamogga,Karnataka,,,73.36363636363636,,,,,,547,0,,
725,Shi Yomi,Arunachal Pradesh,,,,,,,,,725,0,,
267,Siaha,Mizoram,,,,,,,,,267,0,,
221,Sitamarhi,Bihar,3423574.0,,,0.0,37.81,114.09,151.9,0.0,221,3888,0.0011356553122555551,4.4368837945375216e-05
75,Sonipat,Haryana,1450001.0,,151.38484848484848,0.0,2.66,19.98,22.64,0.84,75,0,0.0,1.561378233532253e-05
602,South Andamans,Andaman And Nicobar Islands,,,,,,,,,602,0,,
277,South Garo Hills,Meghalaya,142334.0,,,,,,,,277,5692,0.039990445009625245,
658,South West Khasi Hills,Meghalaya,,,,,,,,,658,0,,
39,Sri Muktsar Sahib,Punjab,,,,,,,,,39,0,,
13,Srinagar,Jammu And Kashmir,,Srinagar,,,,,,,13,337400,,
515,Sri Potti Sriramulu Nellore,Andhra Pradesh,2963557.0,,,,,,,,515,58072,0.01959537137298186,
754,Sri Sathya Sai,Andhra Pradesh,,,,0.0,187.17,568.6,755.77,550.33,754,0,,
754,Sri Sathya Sai,Andhra Pradesh,,,,0.0,186.68,571.24,757.92,552.36,754,0,,
641,Tapi,Gujarat,807022.0,,,77.28,431.39,208.77,717.44,5.57,641,0,0.0,0.00088899683032185
589,Thiruvallur,Tamil Nadu,3728104.0,,,,,,,,589,0,0.0,
259,Thoubal,Manipur,422168.0,,,,,,,,259,2412,0.0057133652953326635,
592,Tirunelveli,Tamil Nadu,3077233.0,,,,,,,,592,0,0.0,
757,Tseminyu,Nagaland,,,,,,,,,757,0,,
548,Tumakuru,Karnataka,,,,0.0,73.43,1347.47,1420.9,399.5,548,0,,
436,Umaria,Madhya Pradesh,644758.0,,,,,,,,436,0,0.0,
461,Vadodara,Gujarat,4165626.0,Vadodara,,0.0,19.7,131.32,151.02,19.38,461,2440109,0.5857724625302415,3.625385476276555e-05
224,Vaishali,Bihar,3495021.0,,,0.0,88.3,30.63,118.93,0.0,224,3970,0.0011359016154695494,3.4028407840754034e-05
224,Vaishali,Bihar,3495021.0,,,0.0,88.09,30.45,118.54,0.0,224,3970,0.0011359016154695494,3.391682052840312e-05
462,Valsad,Gujarat,1705678.0,,,0.0,323.96,577.76,901.72,20.94,462,0,0.0,0.0005286578123186205
596,Viluppuram,Tamil Nadu,3458873.0,,,,,,,,596,0,0.0,
520,Visakhapatnam,Andhra Pradesh,4290589.0,Visakhapatnam,95.5210843373494,0.0,99.03,173.42,272.45,4.21,520,84077,0.019595677889445946,6.349944028663664e-05
520,Visakhapatnam,Andhra Pradesh,4290589.0,Visakhapatnam,95.5210843373494,0.0,112.76,202.49,315.25,5.08,520,84077,0.019595677889445946,7.347476069136429e-05
521,Vizianagaram,Andhra Pradesh,2344474.0,,,0.0,43.38,370.44,413.82,90.64,521,45941,0.019595440171228173,0.00017650867529347733
521,Vizianagaram,Andhra Pradesh,2344474.0,,,0.0,34.69,341.51,376.2,77.29,521,45941,0.019595440171228173,0.0001604624320849794
85,West,Delhi,,,,,,,,,85,0,,
440,Anand,Gujarat,2092745.0,,,0.0,8.49,47.52,56.01,1.77,440,0,0.0,2.6763891444012528e-05
502,Ananthapuramu,Andhra Pradesh,,,,0.0,22.55,222.9,245.45,551.84,502,0,,
344,Anugul,Odisha,1273821.0,,,,,,,,344,0,0.0,
390,Anuppur,Madhya Pradesh,749237.0,,,,,,,,390,0,0.0,
188,Araria,Bihar,2811569.0,,,0.0,7.87,138.77,146.64,0.4,188,3193,0.0011356648191810338,5.215593143899367e-05
610,Ariyalur,Tamil Nadu,754894.0,,,,,,,,610,0,0.0,
391,Ashoknagar,Madhya Pradesh,845071.0,,,,,,,,391,0,0.0,
124,Baghpat,Uttar Pradesh,1303048.0,,206.13297872340425,,,,,,124,0,0.0,
392,Balaghat,Madhya Pradesh,1701698.0,,,,,,,,392,0,0.0,
775,Balotra,Rajasthan,,,,,,,,,775,0,,
441,Banas Kantha,Gujarat,3120506.0,,,,,,,,441,0,0.0,
88,Banswara,Rajasthan,1797485.0,,,,,,,,88,0,0.0,
89,Baran,Rajasthan,1222755.0,,,,,,,,89,0,0.0,
347,Bargarh,Odisha,1481255.0,,,,,,,,347,0,0.0,
131,Basti,Uttar Pradesh,2464464.0,,,,,,,,131,0,0.0,
774,Beawar,Rajasthan,,,,,,,,,774,0,,
526,Bengaluru Rural,Karnataka,,,,0.0,22.92,121.0,143.92,12.25,526,0,,
442,Bharuch,Gujarat,1551019.0,,,0.0,51.27,247.71,298.98,17.83,442,0,0.0,0.00019276359606168591
396,Bhopal,Madhya Pradesh,2371061.0,Bhopal,108.51453488372093,,,,,,396,1574139,0.6638964581678835,
349,Boudh,Odisha,,,,,,,,,349,0,,
472,Buldhana,Maharashtra,,,,,,,,,472,0,,
397,Burhanpur,Madhya Pradesh,757847.0,,,,,,,,397,0,0.0,
229,Changlang,Arunachal Pradesh,148226.0,,,,,,,,229,0,0.0,
323,Chatra,Jharkhand,1042886.0,,,254.32,838.17,706.9,1799.39,34.45,323,0,0.0,0.0017253947219542693
532,Chikkamagaluru,Karnataka,,,50.456204379562045,,,,,,532,0,,
533,Chitradurga,Karnataka,1659456.0,,,0.0,47.29,570.9,618.19,578.94,533,0,0.0,0.00037252569516757304
533,Chitradurga,Karnataka,1659456.0,,,0.0,45.49,553.65,599.14,556.75,533,0,0.0,0.0003610460295422114
95,Chittorgarh,Rajasthan,,,,,,,,,95,0,,
758,Chumoukedima,Nagaland,,,,,,,,,758,0,,
96,Churu,Rajasthan,2039547.0,,,,,,,,96,0,0.0,
308,Cooch Behar,West Bengal,,,,,,,,,308,0,,
465,Dadra And Nagar Haveli,The Dadra And Nagar Haveli And Daman And Diu,,,,,,,,,465,0,,
324,Deoghar,Jharkhand,1492073.0,,,0.03,13.18,192.45,205.66,13.94,324,0,0.0,0.0001378350791147618
324,Deoghar,Jharkhand,1492073.0,,,0.0,13.73,190.19,203.92,12.56,324,0,0.0,0.00013666891633318208
674,Devbhumi Dwarka,Gujarat,,,,,,,,,674,0,,
377,Dhamtari,Chhattisgarh,799781.0,,,101.06,1332.73,427.28,1861.07,11.13,377,0,0.0,0.002326974509271913
299,Dima Hasao,Assam,214102.0,,,,,,,,299,5113,0.023881140764682254,
326,Dumka,Jharkhand,1321442.0,,,0.02,252.54,336.28,588.84,31.0,326,0,0.0,0.00044560412034731756
326,Dumka,Jharkhand,1321442.0,,,0.02,253.61,329.33,582.96,34.82,326,0,0.0,0.00044115443583600343
78,East,Delhi,,,,,,,,,78,0,,
740,Eastern West Khasi Hills,Meghalaya,,,,,,,,,740,0,,
505,East Godavari,Andhra Pradesh,5154296.0,,,0.0,116.8,286.37,403.17,6.37,505,101002,0.019595692602830728,7.822018758720881e-05
505,East Godavari,Andhra Pradesh,5154296.0,,,0.0,119.04,290.71,409.75,6.42,505,101002,0.019595692602830728,7.94967925784627e-05
274,East Khasi Hills,Meghalaya,825922.0,,,,,,,,274,33030,0.03999166991556103,
327,East Singhbum,Jharkhand,,,,,,,,,327,0,,
475,Gadchiroli,Maharashtra,1072942.0,,,,,,,,475,0,0.0,
353,Gajapati,Odisha,577817.0,,,,,,,,353,0,0.0,
626,Ganderbal,Jammu And Kashmir,,,,,,,,,626,0,,
734,Gaurela-Pendra-Marwahi,Chhattisgarh,,,,,,,,,734,0,,
329,Giridih,Jharkhand,2445474.0,,,77.2,333.39,489.61,900.2,31.07,329,0,0.0,0.0003681085957160044
675,Gir Somnath,Gujarat,,,,0.01,35.47,227.35,262.83,19.85,675,0,,
287,Goalpara,Assam,1008183.0,,,14.8,144.88,275.18,434.86,1.94,287,24081,0.023885544588631232,0.000431330423147385
476,Gondia,Maharashtra,,,,,,,,,476,0,,
506,Guntur,Andhra Pradesh,4887813.0,,,0.0,0.06,13.28,13.34,9.62,506,95780,0.01959567602115711,2.729236981856712e-06
506,Guntur,Andhra Pradesh,4887813.0,,,0.0,2.3,34.63,36.93,14.34,506,95780,0.01959567602115711,7.55552636731397e-06
709,Hojai,Assam,,,,,,,,,709,0,,
312,Hooghly,West Bengal,,,,,,,,,312,0,,
33,Hoshiarpur,Punjab,1586625.0,,,,,,,,33,0,0.0,
313,Howrah,West Bengal,,,118.6775956284153,,,,,,313,0,,
256,Imphal West,Manipur,517992.0,,,,,,,,256,2959,0.005712443435419852,
411,Jabalpur,Madhya Pradesh,2463289.0,Jabalpur,109.54341736694678,,,,,,411,0,0.0,
34,Jalandhar,Punjab,2193590.0,,100.3956043956044,,,,,,34,0,0.0,
478,Jalgaon,Maharashtra,4229917.0,,,,,,,,478,0,0.0,
5,Jammu,Jammu And Kashmir,,,,,,,,,5,0,,
106,Jhunjhunu,Rajasthan,,,,,,,,,106,0,,
695,Jogulamba Gadwal,Telangana,,,,,,,,,695,0,,
711,Kakching,Manipur,,,,,,,,,711,0,,
538,Kalaburagi,Karnataka,,,85.27962085308057,0.0,91.83,104.04,195.87,39.39,538,0,,
717,Kamjong,Manipur,,,,,,,,,717,0,,
291,Kamrup,Assam,1517542.0,,,50.83,446.14,485.8,982.77,5.2,291,36247,0.023885335628272563,0.0006476064583385501
712,Kangpokpi,Manipur,,,,,,,,,712,0,,
292,Karbi Anglong,Assam,956313.0,,,,,,,,292,22842,0.02388548519156385,
558,Kasaragod,Kerala,1307375.0,,,,,,,,558,0,0.0,
509,Khammam,Telangana,,,,,,,,,509,0,,
728,Khawzawl,Mizoram,,,,,,,,,728,0,,
362,Khordha,Odisha,2251673.0,,,,,,,,362,0,0.0,
541,Kodagu,Karnataka,554519.0,,,,,,,,541,0,0.0,
363,Koraput,Odisha,1379647.0,,,,,,,,363,0,0.0,
383,Korba,Chhattisgarh,1206640.0,,,265.48,2243.79,887.04,3396.31,88.95,383,0,0.0,0.002814683749917125
384,Korea,Chhattisgarh,,,,88.94,2571.52,1447.58,4108.04,59.34,384,0,,
677,Kra Daadi,Arunachal Pradesh,,,,,,,,,677,0,,
577,Krishnagiri,Tamil Nadu,1879809.0,,,,,,,,577,0,0.0,
68,Kurukshetra,Haryana,964655.0,,136.68067226890756,0.0,19.94,26.09,46.03,1.69,68,0,0.0,4.771654114683488e-05
21,Lahaul And Spiti,Himachal Pradesh,,,,,,,,,21,0,,
295,Lakhimpur,Assam,1042137.0,,,40.44,116.05,269.56,426.05,2.49,295,24892,0.023885535203145077,0.0004088234080547951
724,Leparada,Arunachal Pradesh,,,,,,,,,724,0,,
666,Longding,Arunachal Pradesh,,,,,,,,,666,0,,
236,Lower Subansiri,Arunachal Pradesh,83030.0,,,,,,,,236,0,0.0,
36,Ludhiana,Punjab,3498739.0,,96.61559888579387,,,,,,36,0,0.0,
512,Mahabubnagar,Telangana,,,,,,,,,512,0,,
385,Mahasamund,Chhattisgarh,1032754.0,,,3.75,513.31,429.85,946.91,28.5,385,0,0.0,0.0009168785596569948
599,Mahe,Puducherry,41816.0,,,,,,,,599,0,0.0,
416,Mandsaur,Madhya Pradesh,1340411.0,,,,,,,,416,0,0.0,
544,Mandya,Karnataka,1805769.0,,,0.01,109.64,432.04,541.69,105.46,544,0,0.0,0.00029997746112598016
544,Mandya,Karnataka,1805769.0,,,0.01,91.49,389.87,481.37,92.48,544,0,0.0,0.00026657340999873183
766,MAUGANJ,Madhya Pradesh,,,,,,,,,766,0,,
761,Mohla-Manpur-Ambagarh Chouki,Chhattisgarh,,,,,,,,,761,0,,
297,Nagaon,Assam,2823768.0,,,,,,,,297,67447,0.023885460845225245,
298,Nalbari,Assam,771639.0,,,0.0,31.05,82.69,113.74,0.02,298,18431,0.023885521597534598,0.00014740053315086458
580,Namakkal,Tamil Nadu,1726601.0,,,,,,,,580,0,0.0,
678,Namsai,Arunachal Pradesh,,,,,,,,,678,0,,
755,Nandyal,Andhra Pradesh,,,,86.01,1506.01,506.74,2098.76,536.45,755,0,,
755,Nandyal,Andhra Pradesh,,,,46.42,797.1,266.14,1109.66,442.63,755,0,,
773,Neem Ka Thana,Rajasthan,,,,,,,,,773,0,,
79,New Delhi,Delhi,,Delhi,,2.71,13.84,32.09,48.64,0.47,79,11892877,,
368,Nuapada,Odisha,610382.0,,,,,,,,368,0,0.0,
454,Panch Mahals,Gujarat,2390776.0,,,,,,,,454,0,0.0,
211,Pashchim Champaran,Bihar,3935042.0,,,,,,,,211,4469,0.0011356930879009679,
455,Patan,Gujarat,1343734.0,,,0.0,11.62,100.95,112.57,41.94,455,0,0.0,8.37740207511308e-05
581,Perambalur,Tamil Nadu,565223.0,,,,,,,,581,0,0.0,
613,Peren,Nagaland,95219.0,,,,,,,,613,8785,0.0922609983301652,
248,Phek,Nagaland,163418.0,,,,,,,,248,15077,0.09226033851840067,
715,Pherzawl,Manipur,,,,,,,,,715,0,,
517,Prakasam,Andhra Pradesh,3397448.0,,,256.87,1780.29,1213.77,3250.93,1139.54,517,66575,0.019595590572688677,0.000956874100795656
517,Prakasam,Andhra Pradesh,3397448.0,,,0.0,369.13,438.76,807.89,574.3,517,66575,0.019595590572688677,0.00023779319065369065
629,Pratapgarh,Rajasthan,867848.0,,,,,,,,629,0,0.0,
582,Pudukkottai,Tamil Nadu,1618345.0,,,,,,,,582,0,0.0,
317,Purba Medinipur,West Bengal,5095875.0,,,,,,,,317,0,0.0,
214,Purnia,Bihar,3264619.0,,,0.0,5.34,55.34,60.68,0.0,214,3708,0.0011358140107620522,1.8587161319590434e-05
